user_id,date,hour,water_liters,electricity_kwh
user3,2025-01-06,9,15.43,0.36
user3,2025-01-06,10,12.42,2.32
user3,2025-01-06,11,16.69,1.44
user3,2025-01-06,12,10.38,1.05
user3,2025-01-06,13,22.91,1.73
user3,2025-01-06,14,20.75,1.24
user3,2025-01-06,15,17.6,0.77
user3,2025-01-06,16,19.11,1.18
user3,2025-01-06,17,13.85,1.69
user3,2025-01-06,18,23.73,0.35
user3,2025-01-06,19,21.49,0.87
user3,2025-01-06,20,13.88,0.25
user3,2025-01-06,21,11.02,1.36
user3,2025-01-06,22,6.12,1.33
user3,2025-01-06,23,23.54,0.44
user3,2025-01-07,0,20.29,1.14
user3,2025-01-07,1,18.1,0.8
user3,2025-01-07,2,8.19,0.57
user3,2025-01-07,3,6.41,0.63
user3,2025-01-07,4,18.28,2.23
user3,2025-01-07,5,21.28,1.78
user3,2025-01-07,6,7.21,0.87
user3,2025-01-07,7,11.2,0.77
user3,2025-01-07,8,15.3,1.43
user3,2025-01-07,9,12.14,1.01
user3,2025-01-07,10,21.57,2.02
user3,2025-01-07,11,11.16,2.3
user3,2025-01-07,12,24.06,0.95
user3,2025-01-07,13,12.09,1.36
user3,2025-01-07,14,23.82,2.22
user3,2025-01-07,15,7.05,1.1
user3,2025-01-07,16,16.07,1.36
user3,2025-01-07,17,8.88,2.18
user3,2025-01-07,18,18.54,2.13
user3,2025-01-07,19,22.18,1.92
user3,2025-01-07,20,13.78,1.6
user3,2025-01-07,21,8.21,1.75
user3,2025-01-07,22,8.59,1.8
user3,2025-01-07,23,9.59,0.47
user3,2025-01-08,0,8.31,0.2
user3,2025-01-08,1,19.37,1.88
user3,2025-01-08,2,15.3,0.57
user3,2025-01-08,3,6.67,0.24
user3,2025-01-08,4,8.31,2.25
user3,2025-01-08,5,9.83,1.01
user3,2025-01-08,6,7.11,0.71
user3,2025-01-08,7,15.38,1.6
user3,2025-01-08,8,9.91,0.33
user3,2025-01-08,9,12.82,0.74
user3,2025-01-08,10,9.39,2.41
user3,2025-01-08,11,17.33,1.48
user3,2025-01-08,12,13.32,1.19
user3,2025-01-08,13,15.82,1.8
user3,2025-01-08,14,19.04,0.59
user3,2025-01-08,15,15.0,1.15
user3,2025-01-08,16,22.41,1.65
user3,2025-01-08,17,15.65,0.47
user3,2025-01-08,18,17.11,0.47
user3,2025-01-08,19,11.74,0.53
user3,2025-01-08,20,18.84,0.67
user3,2025-01-08,21,12.84,2.26
user3,2025-01-08,22,9.09,1.37
user3,2025-01-08,23,13.39,0.24
user3,2025-01-09,0,20.86,0.36
user3,2025-01-09,1,14.49,1.49
user3,2025-01-09,2,17.57,1.78
user3,2025-01-09,3,10.07,0.22
user3,2025-01-09,4,19.47,1.43
user3,2025-01-09,5,21.72,2.09
user3,2025-01-09,6,21.87,1.32
user3,2025-01-09,7,11.67,2.02
user3,2025-01-09,8,14.03,0.62
user3,2025-01-09,9,22.1,2.23
user3,2025-01-09,10,14.33,0.37
user3,2025-01-09,11,12.76,2.05
user3,2025-01-09,12,23.04,0.67
user3,2025-01-09,13,6.34,2.22
user3,2025-01-09,14,12.79,1.45
user3,2025-01-09,15,24.36,0.35
user3,2025-01-09,16,17.97,0.37
user3,2025-01-09,17,12.51,2.05
user3,2025-01-09,18,13.67,2.49
user3,2025-01-09,19,16.18,0.94
user3,2025-01-09,20,9.4,1.01
user3,2025-01-09,21,12.45,0.36
user3,2025-01-09,22,12.39,1.27
user3,2025-01-09,23,19.45,1.71
user3,2025-01-10,0,19.18,0.22
user3,2025-01-10,1,9.35,1.72
user3,2025-01-10,2,14.68,0.21
user3,2025-01-10,3,21.09,1.98
user3,2025-01-10,4,15.97,0.35
user3,2025-01-10,5,20.33,1.54
user3,2025-01-10,6,20.64,1.93
user3,2025-01-10,7,21.06,1.39
user3,2025-01-10,8,7.81,1.74
user3,2025-01-10,9,17.41,1.91
user3,2025-01-10,10,8.4,0.65
user3,2025-01-10,11,22.81,1.92
user3,2025-01-10,12,23.16,1.95
user3,2025-01-10,13,16.94,1.7
user3,2025-01-10,14,22.78,1.53
user3,2025-01-10,15,17.65,0.56
user3,2025-01-10,16,14.48,1.85
user3,2025-01-10,17,10.42,0.67
user3,2025-01-10,18,11.28,0.76
user3,2025-01-10,19,9.3,1.18
user3,2025-01-10,20,23.16,1.37
user3,2025-01-10,21,8.76,0.38
user3,2025-01-10,22,18.92,1.08
user3,2025-01-10,23,21.44,1.72
user3,2025-01-11,0,20.92,0.83
user3,2025-01-11,1,18.85,0.81
user3,2025-01-11,2,23.78,1.66
user3,2025-01-11,3,11.49,0.82
user3,2025-01-11,4,8.82,1.8
user3,2025-01-11,5,9.37,1.57
user3,2025-01-11,6,10.29,1.72
user3,2025-01-11,7,21.3,1.99
user3,2025-01-11,8,20.22,0.63
user3,2025-01-11,9,6.77,1.81
user3,2025-01-11,10,12.37,1.19
user3,2025-01-11,11,5.62,0.8
user3,2025-01-11,12,5.67,2.22
user3,2025-01-11,13,9.87,1.48
user3,2025-01-11,14,5.78,1.73
user3,2025-01-11,15,11.46,2.27
user3,2025-01-11,16,22.76,0.95
user3,2025-01-11,17,23.02,2.49
user3,2025-01-11,18,21.51,2.14
user3,2025-01-11,19,9.98,1.53
user3,2025-01-11,20,6.35,0.42
user3,2025-01-11,21,24.98,0.95
user3,2025-01-11,22,19.96,2.06
user3,2025-01-11,23,22.16,2.49
user3,2025-01-12,0,9.83,0.29
user3,2025-01-12,1,13.22,0.5
user3,2025-01-12,2,5.45,1.03
user3,2025-01-12,3,20.67,1.5
user3,2025-01-12,4,11.26,1.7
user3,2025-01-12,5,9.64,0.23
user3,2025-01-12,6,20.29,1.63
user3,2025-01-12,7,20.25,0.29
user3,2025-01-12,8,21.74,1.62
user3,2025-01-12,9,16.27,1.64
user3,2025-01-12,10,22.29,1.55
user3,2025-01-12,11,16.62,2.48
user3,2025-01-12,12,20.13,1.22
user3,2025-01-12,13,19.15,1.1
user3,2025-01-12,14,9.58,1.57
user3,2025-01-12,15,23.56,2.34
user3,2025-01-12,16,11.84,1.41
user3,2025-01-12,17,9.23,2.49
user3,2025-01-12,18,24.62,1.69
user3,2025-01-12,19,21.09,1.84
user3,2025-01-12,20,16.86,0.32
user3,2025-01-12,21,14.1,1.75
user3,2025-01-12,22,18.55,1.06
user3,2025-01-12,23,23.83,0.58
user3,2025-01-13,0,15.01,1.79
user3,2025-01-13,1,18.94,1.69
user3,2025-01-13,2,10.51,0.56
user3,2025-01-13,3,17.72,1.58
user3,2025-01-13,4,8.59,1.82
user3,2025-01-13,5,14.1,1.74
user3,2025-01-13,6,21.75,0.59
user3,2025-01-13,7,5.38,1.99
user3,2025-01-13,8,17.19,1.81
user3,2025-01-13,9,21.76,2.05
user3,2025-01-13,10,24.22,1.43
user3,2025-01-13,11,14.77,1.12
user3,2025-01-13,12,8.07,1.52
user3,2025-01-13,13,10.54,2.32
user3,2025-01-13,14,16.66,1.56
user3,2025-01-13,15,12.1,0.32
user3,2025-01-13,16,5.63,1.17
user3,2025-01-13,17,6.69,1.6
user3,2025-01-13,18,22.62,2.23
user3,2025-01-13,19,18.18,0.69
user3,2025-01-13,20,22.26,2.24
user3,2025-01-13,21,8.93,1.9
user3,2025-01-13,22,10.73,2.05
user3,2025-01-13,23,24.94,0.27
user3,2025-01-14,0,22.95,1.63
user3,2025-01-14,1,24.47,1.27
user3,2025-01-14,2,21.95,0.34
user3,2025-01-14,3,11.71,0.35
user3,2025-01-14,4,24.51,2.08
user3,2025-01-14,5,22.05,2.36
user3,2025-01-14,6,6.7,1.09
user3,2025-01-14,7,6.42,0.68
user3,2025-01-14,8,9.59,1.28
user3,2025-01-14,9,10.37,0.43
user3,2025-01-14,10,8.35,0.54
user3,2025-01-14,11,24.46,1.95
user3,2025-01-14,12,24.36,1.21
user3,2025-01-14,13,10.57,2.04
user3,2025-01-14,14,11.53,0.89
user3,2025-01-14,15,9.65,0.5
user3,2025-01-14,16,10.13,1.02
user3,2025-01-14,17,18.48,0.34
user3,2025-01-14,18,9.21,2.06
user3,2025-01-14,19,7.94,0.99
user3,2025-01-14,20,22.29,0.56
user3,2025-01-14,21,6.65,1.31
user3,2025-01-14,22,11.05,1.5
user3,2025-01-14,23,21.08,0.52
user3,2025-01-15,0,16.61,1.36
user3,2025-01-15,1,7.88,1.64
user3,2025-01-15,2,10.47,1.32
user3,2025-01-15,3,6.65,1.26
user3,2025-01-15,4,11.13,2.09
user3,2025-01-15,5,6.14,1.16
user3,2025-01-15,6,14.17,1.87
user3,2025-01-15,7,16.49,1.73
user3,2025-01-15,8,20.54,2.18
user3,2025-01-15,9,11.28,1.44
user3,2025-01-15,10,21.8,2.48
user3,2025-01-15,11,22.79,1.05
user3,2025-01-15,12,8.9,1.33
user3,2025-01-15,13,19.83,1.33
user3,2025-01-15,14,14.66,2.13
user3,2025-01-15,15,12.23,2.18
user3,2025-01-15,16,13.14,0.95
user3,2025-01-15,17,14.08,1.95
user3,2025-01-15,18,7.52,0.65
user3,2025-01-15,19,24.03,0.6
user3,2025-01-15,20,16.35,1.53
user3,2025-01-15,21,14.79,1.68
user3,2025-01-15,22,9.6,1.47
user3,2025-01-15,23,12.44,1.72
user3,2025-01-16,0,7.82,1.51
user3,2025-01-16,1,8.71,0.84
user3,2025-01-16,2,9.37,0.62
user3,2025-01-16,3,21.51,0.86
user3,2025-01-16,4,23.54,2.43
user3,2025-01-16,5,16.43,0.53
user3,2025-01-16,6,12.49,2.03
user3,2025-01-16,7,12.35,0.4
user3,2025-01-16,8,16.14,2.14
user3,2025-01-16,9,20.92,0.6
user3,2025-01-16,10,18.46,0.71
user3,2025-01-16,11,9.36,2.21
user3,2025-01-16,12,9.99,0.81
user3,2025-01-16,13,5.01,2.2
user3,2025-01-16,14,20.85,1.64
user3,2025-01-16,15,20.01,0.55
user3,2025-01-16,16,14.17,1.01
user3,2025-01-16,17,6.88,1.32
user3,2025-01-16,18,23.41,0.29
user3,2025-01-16,19,10.83,0.68
user3,2025-01-16,20,9.76,2.29
user3,2025-01-16,21,14.36,1.27
user3,2025-01-16,22,20.21,0.56
user3,2025-01-16,23,14.75,1.19
user3,2025-01-17,0,16.94,2.5
user3,2025-01-17,1,20.39,1.12
user3,2025-01-17,2,21.55,0.59
user3,2025-01-17,3,5.61,0.67
user3,2025-01-17,4,11.81,1.37
user3,2025-01-17,5,17.3,2.29
user3,2025-01-17,6,15.2,1.35
user3,2025-01-17,7,6.0,0.28
user3,2025-01-17,8,16.02,1.21
user3,2025-01-17,9,21.78,0.57
user3,2025-01-17,10,5.5,1.23
user3,2025-01-17,11,9.75,0.31
user3,2025-01-17,12,19.49,0.46
user3,2025-01-17,13,17.17,0.85
user3,2025-01-17,14,8.47,1.07
user3,2025-01-17,15,21.03,1.1
user3,2025-01-17,16,20.02,0.49
user3,2025-01-17,17,20.46,0.74
user3,2025-01-17,18,18.55,1.5
user3,2025-01-17,19,23.58,1.09
user3,2025-01-17,20,6.32,0.24
user3,2025-01-17,21,21.54,1.41
user3,2025-01-17,22,20.5,0.74
user3,2025-01-17,23,11.9,0.27
user3,2025-01-18,0,24.23,1.74
user3,2025-01-18,1,23.66,0.81
user3,2025-01-18,2,17.23,1.76
user3,2025-01-18,3,11.35,2.15
user3,2025-01-18,4,23.94,2.24
user3,2025-01-18,5,19.78,0.84
user3,2025-01-18,6,10.63,2.42
user3,2025-01-18,7,5.21,1.85
user3,2025-01-18,8,19.12,1.63
user3,2025-01-18,9,24.8,0.92
user3,2025-01-18,10,11.8,0.38
user3,2025-01-18,11,13.86,0.8
user3,2025-01-18,12,11.87,2.12
user3,2025-01-18,13,23.71,0.63
user3,2025-01-18,14,12.45,2.34
user3,2025-01-18,15,6.24,0.41
user3,2025-01-18,16,8.26,1.57
user3,2025-01-18,17,8.01,2.43
user3,2025-01-18,18,13.93,1.35
user3,2025-01-18,19,9.93,1.28
user3,2025-01-18,20,18.24,1.93
user3,2025-01-18,21,20.08,1.53
user3,2025-01-18,22,23.09,2.08
user3,2025-01-18,23,20.14,0.33
user3,2025-01-19,0,5.14,0.69
user3,2025-01-19,1,18.27,1.15
user3,2025-01-19,2,13.05,2.23
user3,2025-01-19,3,22.91,2.29
user3,2025-01-19,4,11.28,1.79
user3,2025-01-19,5,10.43,0.64
user3,2025-01-19,6,8.69,0.99
user3,2025-01-19,7,13.6,2.11
user3,2025-01-19,8,7.4,1.89
user3,2025-01-19,9,15.63,0.86
user3,2025-01-19,10,14.86,0.89
user3,2025-01-19,11,16.92,1.2
user3,2025-01-19,12,8.29,0.47
user3,2025-01-19,13,15.93,2.28
user3,2025-01-19,14,11.88,1.89
user3,2025-01-19,15,18.17,2.34
user3,2025-01-19,16,21.42,1.5
user3,2025-01-19,17,18.14,2.27
user3,2025-01-19,18,12.99,0.95
user3,2025-01-19,19,5.22,2.1
user3,2025-01-19,20,21.02,0.44
user3,2025-01-19,21,16.54,1.27
user3,2025-01-19,22,7.37,2.46
user3,2025-01-19,23,9.29,0.35
user3,2025-01-20,0,16.9,1.9
user3,2025-01-20,1,5.65,1.72
user3,2025-01-20,2,15.65,0.44
user3,2025-01-20,3,8.45,1.51
user3,2025-01-20,4,10.93,2.36
user3,2025-01-20,5,21.37,2.46
user3,2025-01-20,6,10.19,2.43
user3,2025-01-20,7,13.62,1.0
user3,2025-01-20,8,6.01,0.32
user3,2025-01-20,9,18.84,1.25
user3,2025-01-20,10,9.53,1.61
user3,2025-01-20,11,10.06,1.53
user3,2025-01-20,12,12.18,2.09
user3,2025-01-20,13,21.41,1.3
user3,2025-01-20,14,12.02,1.03
user3,2025-01-20,15,21.11,0.95
user3,2025-01-20,16,9.18,0.39
user3,2025-01-20,17,14.33,1.31
user3,2025-01-20,18,21.82,0.71
user3,2025-01-20,19,12.62,2.06
user3,2025-01-20,20,21.47,1.08
user3,2025-01-20,21,14.18,0.9
user3,2025-01-20,22,23.65,0.47
user3,2025-01-20,23,23.67,1.77
user3,2025-01-21,0,15.63,0.28
user3,2025-01-21,1,14.51,1.14
user3,2025-01-21,2,8.22,1.71
user3,2025-01-21,3,24.42,1.49
user3,2025-01-21,4,19.3,0.36
user3,2025-01-21,5,13.35,0.47
user3,2025-01-21,6,17.26,2.36
user3,2025-01-21,7,18.24,0.38
user3,2025-01-21,8,12.09,1.47
user3,2025-01-21,9,13.06,2.12
user3,2025-01-21,10,21.29,1.61
user3,2025-01-21,11,12.47,0.79
user3,2025-01-21,12,7.12,1.02
user3,2025-01-21,13,13.26,1.75
user3,2025-01-21,14,18.16,0.36
user3,2025-01-21,15,12.91,0.62
user3,2025-01-21,16,8.14,2.1
user3,2025-01-21,17,5.84,1.16
user3,2025-01-21,18,8.36,2.22
user3,2025-01-21,19,16.14,0.73
user3,2025-01-21,20,15.05,1.88
user3,2025-01-21,21,24.16,0.71
user3,2025-01-21,22,22.72,2.35
user3,2025-01-21,23,23.33,1.66
user3,2025-01-22,0,17.6,1.13
user3,2025-01-22,1,20.05,1.42
user3,2025-01-22,2,18.55,1.19
user3,2025-01-22,3,19.63,2.1
user3,2025-01-22,4,7.93,2.12
user3,2025-01-22,5,15.81,2.14
user3,2025-01-22,6,13.63,1.07
user3,2025-01-22,7,23.3,0.78
user3,2025-01-22,8,21.88,1.31
user3,2025-01-22,9,15.28,0.91
user3,2025-01-22,10,16.46,0.95
user3,2025-01-22,11,5.79,0.83
user3,2025-01-22,12,5.13,2.45
user3,2025-01-22,13,24.31,1.11
user3,2025-01-22,14,19.57,1.0
user3,2025-01-22,15,18.42,2.05
user3,2025-01-22,16,23.94,1.12
user3,2025-01-22,17,20.67,0.81
user3,2025-01-22,18,24.81,0.26
user3,2025-01-22,19,17.07,1.72
user3,2025-01-22,20,18.76,0.48
user3,2025-01-22,21,23.77,0.62
user3,2025-01-22,22,17.46,0.71
user3,2025-01-22,23,11.14,1.46
user3,2025-01-23,0,13.34,0.57
user3,2025-01-23,1,8.42,1.16
user3,2025-01-23,2,20.15,2.27
user3,2025-01-23,3,6.68,1.1
user3,2025-01-23,4,7.0,0.24
user3,2025-01-23,5,18.23,1.59
user3,2025-01-23,6,8.26,0.74
user3,2025-01-23,7,5.47,2.12
user3,2025-01-23,8,24.49,0.51
user3,2025-01-23,9,9.63,2.2
user3,2025-01-23,10,23.53,1.17
user3,2025-01-23,11,6.01,0.29
user3,2025-01-23,12,16.48,1.1
user3,2025-01-23,13,5.57,1.54
user3,2025-01-23,14,5.23,2.01
user3,2025-01-23,15,11.13,0.29
user3,2025-01-23,16,16.77,1.11
user3,2025-01-23,17,24.48,1.45
user3,2025-01-23,18,10.5,1.83
user3,2025-01-23,19,10.43,2.28
user3,2025-01-23,20,12.49,1.46
user3,2025-01-23,21,6.01,1.18
user3,2025-01-23,22,21.65,2.05
user3,2025-01-23,23,9.49,0.72
user3,2025-01-24,0,21.35,2.34
user3,2025-01-24,1,6.91,1.24
user3,2025-01-24,2,11.75,2.2
user3,2025-01-24,3,6.67,0.69
user3,2025-01-24,4,20.05,0.32
user3,2025-01-24,5,14.85,1.22
user3,2025-01-24,6,11.69,1.11
user3,2025-01-24,7,15.6,0.57
user3,2025-01-24,8,16.44,2.05
user3,2025-01-24,9,20.2,0.55
user3,2025-01-24,10,7.98,0.82
user3,2025-01-24,11,12.22,1.14
user3,2025-01-24,12,18.59,0.33
user3,2025-01-24,13,5.69,1.1
user3,2025-01-24,14,18.94,0.64
user3,2025-01-24,15,17.83,0.8
user3,2025-01-24,16,22.72,2.26
user3,2025-01-24,17,10.95,0.73
user3,2025-01-24,18,13.23,0.75
user3,2025-01-24,19,18.45,2.1
user3,2025-01-24,20,18.46,2.1
user3,2025-01-24,21,12.94,0.56
user3,2025-01-24,22,19.76,1.03
user3,2025-01-24,23,18.43,0.82
user3,2025-01-25,0,6.62,2.48
user3,2025-01-25,1,8.12,2.47
user3,2025-01-25,2,24.55,2.03
user3,2025-01-25,3,18.19,1.53
user3,2025-01-25,4,22.32,0.87
user3,2025-01-25,5,14.35,1.62
user3,2025-01-25,6,13.22,1.18
user3,2025-01-25,7,11.61,1.5
user3,2025-01-25,8,22.01,0.66
user3,2025-01-25,9,23.69,1.78
user3,2025-01-25,10,21.47,1.48
user3,2025-01-25,11,20.59,0.24
user3,2025-01-25,12,21.37,0.29
user3,2025-01-25,13,22.8,2.48
user3,2025-01-25,14,10.88,0.68
user3,2025-01-25,15,20.31,0.78
user3,2025-01-25,16,22.31,0.44
user3,2025-01-25,17,7.52,2.45
user3,2025-01-25,18,18.48,2.15
user3,2025-01-25,19,11.49,1.76
user3,2025-01-25,20,16.88,1.59
user3,2025-01-25,21,18.65,1.52
user3,2025-01-25,22,13.58,0.83
user3,2025-01-25,23,20.37,0.72
user3,2025-01-26,0,18.85,0.74
user3,2025-01-26,1,17.51,1.92
user3,2025-01-26,2,9.37,0.34
user3,2025-01-26,3,7.62,1.59
user3,2025-01-26,4,21.99,0.3
user3,2025-01-26,5,19.68,0.99
user3,2025-01-26,6,14.57,2.34
user3,2025-01-26,7,11.64,1.27
user3,2025-01-26,8,5.27,0.39
user3,2025-01-26,9,10.17,0.26
user3,2025-01-26,10,17.63,1.18
user3,2025-01-26,11,15.96,0.6
user3,2025-01-26,12,10.92,1.73
user3,2025-01-26,13,24.31,0.32
user3,2025-01-26,14,22.81,1.53
user3,2025-01-26,15,16.28,1.35
user3,2025-01-26,16,6.39,0.41
user3,2025-01-26,17,17.02,0.98
user3,2025-01-26,18,23.35,1.14
user3,2025-01-26,19,7.87,1.84
user3,2025-01-26,20,10.87,1.41
user3,2025-01-26,21,18.96,2.27
user3,2025-01-26,22,20.84,1.76
user3,2025-01-26,23,18.59,2.38
user3,2025-01-27,0,10.92,0.2
user3,2025-01-27,1,10.44,0.7
user3,2025-01-27,2,18.24,1.66
user3,2025-01-27,3,16.87,0.24
user3,2025-01-27,4,19.58,0.94
user3,2025-01-27,5,18.3,1.48
user3,2025-01-27,6,11.85,0.51
user3,2025-01-27,7,6.89,2.11
user3,2025-01-27,8,23.37,1.69
user3,2025-01-27,9,7.07,1.12
user3,2025-01-27,10,19.58,1.99
user3,2025-01-27,11,7.36,0.2
user3,2025-01-27,12,19.24,1.02
user3,2025-01-27,13,10.09,0.23
user3,2025-01-27,14,15.81,2.16
user3,2025-01-27,15,24.15,1.5
user3,2025-01-27,16,15.29,0.4
user3,2025-01-27,17,15.98,1.07
user3,2025-01-27,18,17.14,1.09
user3,2025-01-27,19,9.81,0.42
user3,2025-01-27,20,11.3,0.42
user3,2025-01-27,21,8.54,2.47
user3,2025-01-27,22,13.88,1.42
user3,2025-01-27,23,22.47,2.49
user3,2025-01-28,0,16.65,2.07
user3,2025-01-28,1,11.54,0.9
user3,2025-01-28,2,13.05,1.75
user3,2025-01-28,3,18.64,0.93
user3,2025-01-28,4,7.66,1.65
user3,2025-01-28,5,7.57,1.53
user3,2025-01-28,6,18.87,1.81
user3,2025-01-28,7,20.07,2.21
user3,2025-01-28,8,15.0,1.88
user3,2025-01-28,9,17.38,0.63
user3,2025-01-28,10,5.51,0.85
user3,2025-01-28,11,13.86,1.62
user3,2025-01-28,12,22.0,0.65
user3,2025-01-28,13,7.51,2.42
user3,2025-01-28,14,7.16,1.3
user3,2025-01-28,15,16.71,1.45
user3,2025-01-28,16,6.72,0.33
user3,2025-01-28,17,7.11,1.55
user3,2025-01-28,18,15.89,0.74
user3,2025-01-28,19,17.76,2.09
user3,2025-01-28,20,5.83,1.35
user3,2025-01-28,21,18.79,0.78
user3,2025-01-28,22,11.16,1.61
user3,2025-01-28,23,22.96,2.06
user3,2025-01-29,0,16.66,1.88
user3,2025-01-29,1,12.3,1.67
user3,2025-01-29,2,14.32,0.64
user3,2025-01-29,3,19.03,1.48
user3,2025-01-29,4,12.17,2.3
user3,2025-01-29,5,5.42,0.93
user3,2025-01-29,6,6.14,1.96
user3,2025-01-29,7,19.04,0.96
user3,2025-01-29,8,18.51,1.11
user3,2025-01-29,9,20.13,1.24
user3,2025-01-29,10,13.25,2.35
user3,2025-01-29,11,10.02,0.48
user3,2025-01-29,12,16.69,2.43
user3,2025-01-29,13,12.56,0.34
user3,2025-01-29,14,11.79,1.36
user3,2025-01-29,15,8.24,1.71
user3,2025-01-29,16,24.95,1.24
user3,2025-01-29,17,12.09,1.12
user3,2025-01-29,18,7.3,2.23
user3,2025-01-29,19,13.3,1.09
user3,2025-01-29,20,18.19,1.22
user3,2025-01-29,21,17.96,0.34
user3,2025-01-29,22,21.27,2.36
user3,2025-01-29,23,17.98,2.4
user3,2025-01-30,0,8.03,1.3
user3,2025-01-30,1,17.04,1.54
user3,2025-01-30,2,13.03,0.98
user3,2025-01-30,3,7.54,1.1
user3,2025-01-30,4,8.25,1.89
user3,2025-01-30,5,9.18,0.33
user3,2025-01-30,6,16.05,1.57
user3,2025-01-30,7,22.44,1.53
user3,2025-01-30,8,11.91,2.05
user3,2025-01-30,9,15.81,0.38
user3,2025-01-30,10,16.32,2.29
user3,2025-01-30,11,12.93,0.88
user3,2025-01-30,12,7.87,0.55
user3,2025-01-30,13,13.66,1.57
user3,2025-01-30,14,6.61,2.36
user3,2025-01-30,15,20.1,1.55
user3,2025-01-30,16,21.57,0.38
user3,2025-01-30,17,14.54,1.65
user3,2025-01-30,18,21.57,2.0
user3,2025-01-30,19,10.54,2.36
user3,2025-01-30,20,7.49,2.21
user3,2025-01-30,21,24.42,0.61
user3,2025-01-30,22,19.44,0.29
user3,2025-01-30,23,13.11,1.39
user4,2025-01-01,0,16.61,2.35
user4,2025-01-01,1,18.45,1.31
user4,2025-01-01,2,21.19,2.39
user4,2025-01-01,3,5.44,2.46
user4,2025-01-01,4,6.72,2.07
user4,2025-01-01,5,10.61,0.5
user4,2025-01-01,6,13.8,1.68
user4,2025-01-01,7,12.62,0.33
user4,2025-01-01,8,16.99,2.28
user4,2025-01-01,9,12.66,0.7
user4,2025-01-01,10,13.85,0.31
user4,2025-01-01,11,21.41,2.1
user4,2025-01-01,12,16.76,1.01
user4,2025-01-01,13,21.0,1.48
user4,2025-01-01,14,21.52,1.65
user4,2025-01-01,15,20.69,1.58
user4,2025-01-01,16,13.28,2.4
user4,2025-01-01,17,15.82,1.59
user4,2025-01-01,18,9.41,1.64
user4,2025-01-01,19,16.43,0.63
user4,2025-01-01,20,6.19,1.59
user4,2025-01-01,21,20.27,1.4
user4,2025-01-01,22,9.54,1.73
user4,2025-01-01,23,6.6,1.22
user4,2025-01-02,0,8.27,0.62
user4,2025-01-02,1,9.05,1.09
user4,2025-01-02,2,6.02,1.11
user4,2025-01-02,3,15.23,1.31
user4,2025-01-02,4,12.66,2.13
user4,2025-01-02,5,7.91,1.36
user4,2025-01-02,6,6.24,0.36
user4,2025-01-02,7,16.48,1.5
user4,2025-01-02,8,22.56,1.48
user4,2025-01-02,9,24.2,0.31
user4,2025-01-02,10,6.96,0.3
user4,2025-01-02,11,8.71,1.44
user4,2025-01-02,12,17.91,0.3
user4,2025-01-02,13,23.92,2.14
user4,2025-01-02,14,10.93,0.38
user4,2025-01-02,15,8.4,0.49
user4,2025-01-02,16,7.47,1.39
user4,2025-01-02,17,9.92,1.02
user4,2025-01-02,18,24.79,1.77
user4,2025-01-02,19,23.98,0.53
user4,2025-01-02,20,12.64,1.48
user4,2025-01-02,21,6.54,0.21
user4,2025-01-02,22,18.41,1.68
user4,2025-01-02,23,13.22,1.33
user4,2025-01-03,0,13.31,0.26
user4,2025-01-03,1,11.71,0.61
user4,2025-01-03,2,6.97,2.4
user4,2025-01-03,3,16.99,1.88
user4,2025-01-03,4,11.31,1.1
user4,2025-01-03,5,9.74,0.42
user4,2025-01-03,6,8.58,2.03
user4,2025-01-03,7,18.55,1.46
user4,2025-01-03,8,14.5,2.32
user4,2025-01-03,9,6.45,0.85
user4,2025-01-03,10,12.0,2.0
user4,2025-01-03,11,24.85,0.75
user4,2025-01-03,12,22.49,2.11
user4,2025-01-03,13,9.49,1.12
user4,2025-01-03,14,13.19,2.45
user4,2025-01-03,15,8.62,2.04
user4,2025-01-03,16,11.68,1.88
user4,2025-01-03,17,13.4,1.53
user4,2025-01-03,18,21.65,2.05
user4,2025-01-03,19,22.33,0.34
user4,2025-01-03,20,18.84,0.52
user4,2025-01-03,21,13.32,1.46
user4,2025-01-03,22,13.05,1.4
user4,2025-01-03,23,24.93,0.51
user4,2025-01-04,0,18.51,1.11
user4,2025-01-04,1,7.66,0.57
user4,2025-01-04,2,23.99,2.22
user4,2025-01-04,3,23.14,2.48
user4,2025-01-04,4,9.17,1.02
user4,2025-01-04,5,18.38,1.31
user4,2025-01-04,6,13.37,1.02
user4,2025-01-04,7,16.88,1.52
user4,2025-01-04,8,8.23,1.29
user4,2025-01-04,9,16.07,1.51
user4,2025-01-04,10,9.2,1.91
user4,2025-01-04,11,5.5,1.02
user4,2025-01-04,12,20.6,1.5
user4,2025-01-04,13,10.22,1.8
user4,2025-01-04,14,16.35,2.03
user4,2025-01-04,15,19.7,1.6
user4,2025-01-04,16,14.76,0.51
user4,2025-01-04,17,10.23,1.16
user4,2025-01-04,18,16.99,1.38
user4,2025-01-04,19,10.76,0.21
user4,2025-01-04,20,14.92,0.86
user4,2025-01-04,21,19.69,0.26
user4,2025-01-04,22,16.7,2.37
user4,2025-01-04,23,8.49,1.28
user4,2025-01-05,0,6.83,1.64
user4,2025-01-05,1,16.01,1.14
user4,2025-01-05,2,15.43,2.26
user4,2025-01-05,3,8.93,0.25
user4,2025-01-05,4,22.23,1.53
user4,2025-01-05,5,22.81,1.57
user4,2025-01-05,6,21.2,1.19
user4,2025-01-05,7,20.0,2.3
user4,2025-01-05,8,16.44,0.62
user4,2025-01-05,9,10.38,0.66
user4,2025-01-05,10,9.94,0.9
